name,gender,birthday,directorID,id,occupation,death,nationality,net_worth,is_alive,age,height
walter hill,male,1942-01-10,10204,724,"['film_director', 'film_producer', 'screenwriter', 'television_producer', 'television_director']",,us,20000000,True,82.0,
joel schumacher,male,1939-08-29,10205,725,"['screenwriter', 'film_director', 'film_producer', 'costume_designer', 'television_director', 'television_producer', 'writer']",2020-06-22,us,80000000,False,80.0,1.91
steven soderbergh,male,1963-01-14,10206,726,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",,us,80000000,True,61.0,1.83
louis leterrier,,,10207,728,,,,14000000,,,
michael showalter,male,1970-06-17,10208,729,"['actor', 'comedian', 'television_producer', 'television_director', 'screenwriter', 'film_producer', 'film_director']",,us,3000000,True,53.0,1.8
robert altman,male,1925-02-20,10209,731,"['film_director', 'film_producer', 'screenwriter', 'writer', 'television_director', 'television_producer', 'actor', 'film_editor']",2006-11-20,us,60000000,False,81.0,1.83
woody allen,male,1935-12-01,10210,737,"['actor', 'comedian', 'film_director', 'playwright', 'musician', 'screenwriter', 'writer', 'voice_actor', 'film_score_composer', 'film_producer']",,us,140000000,True,88.0,1.65
michael bay,male,1965-02-17,10211,738,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",,us,450000000,True,59.0,1.85
ethan coen,male,1957-09-21,10212,741,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'television_producer', 'actor']",,us,60000000,True,66.0,1.72
sylvester stallone,male,1946-07-06,10213,744,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",,us,400000000,True,77.0,1.77
chris smith,,,10214,747,,,,200000,,,
neil labute,male,1963-03-19,10215,758,"['screenwriter', 'film_director', 'playwright', 'film_producer', 'television_producer']",,us,4000000,True,61.0,1.83
sofia coppola,female,1971-05-14,10216,759,"['actor', 'film_producer', 'film_director', 'screenwriter', 'television_producer']",,us,40000000,True,52.0,1.64
john madden,male,1936-04-10,10217,761,"['american_football_player', 'american_football_coach']",,us,200000000,True,87.0,1.93
stephen frears,male,1941-06-20,10218,769,"['film_director', 'film_producer', 'actor', 'television_director', 'television_producer']",,gb,10000000,True,82.0,1.7
michael moore,male,1954-04-23,10219,774,"['film_director', 'film_producer', 'screenwriter', 'writer', 'actor', 'critic', 'presenter']",,us,30000000,True,69.0,1.82
james mangold,male,1963-12-16,10220,780,"['screenwriter', 'film_director', 'television_producer', 'television_director']",,us,20000000,True,60.0,1.82
alex winter,male,1965-07-17,10221,783,"['film_director', 'actor', 'screenwriter', 'television_director', 'film_producer']",,us,8000000,True,58.0,
ang lee,male,1954-10-23,10222,799,"['film_director', 'film_producer', 'screenwriter']",,us,32000000,True,69.0,1.75
wang leehom,male,1976-05-17,10223,799,"['singer-songwriter', 'model', 'musician', 'record_producer', 'actor', 'composer', 'film_director', 'music_arranger']",,us,100000000,True,47.0,1.78
barry levinson,male,1942-04-06,10224,811,"['film_director', 'film_producer', 'actor', 'screenwriter', 'television_producer', 'television_director']",,us,150000000,True,81.0,1.8
steven soderbergh,male,1963-01-14,10225,825,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",,us,80000000,True,61.0,1.83
spike lee,male,1957-03-20,10226,826,"['screenwriter', 'actor', 'film_director', 'film_producer', 'television_director', 'television_producer', 'film_editor', 'teacher']",,us,50000000,True,67.0,1.68
quentin tarantino,male,1963-03-27,10227,829,"['screenwriter', 'film_director', 'actor', 'film_producer', 'writer', 'television_director', 'voice_actor']",,us,120000000,True,60.0,1.85
adam mckay,male,1968-04-17,10228,834,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",,us,40000000,True,55.0,1.96
marc forster,male,1969-11-30,10229,846,"['film_director', 'screenwriter', 'film_producer']",,de,30000000,True,54.0,
ben stiller,male,1965-11-30,10230,848,"['comedian', 'actor', 'screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer', 'voice_actor']",,us,200000000,True,58.0,1.7
ron howard,male,1954-03-01,10231,849,"['actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'voice_actor', 'television_director']",,us,200000000,True,70.0,1.75
ken loach,male,1936-06-17,10232,850,"['film_director', 'television_director', 'screenwriter', 'television_producer']",,gb,5000000,True,87.0,
tom hooper,male,1972-10-01,10233,855,"['film_director', 'television_director', 'film_producer', 'screenwriter']",,au,20000000,True,51.0,
james gunn,male,1970-08-05,10234,863,"['screenwriter', 'film_producer', 'actor', 'film_director', 'television_producer', 'television_director', 'novelist', 'musician', 'cartoonist']",,us,50000000,True,53.0,1.82
ryan coogler,male,1986-05-23,10235,864,"['film_director', 'screenwriter']",,us,10000000,True,37.0,
billy ray cyrus,male,1961-08-25,10236,869,"['actor', 'singer-songwriter', 'guitarist', 'musician', 'television_producer', 'philanthropist']",,us,20000000,True,62.0,1.83
christopher guest,male,1948-02-05,10237,870,"['screenwriter', 'composer', 'musician', 'film_director', 'actor', 'comedian', 'television_producer', 'television_director', 'film_score_composer', 'film_producer']",,us,60000000,True,76.0,1.8
rob zombie,male,1965-01-12,10238,872,"['musician', 'film_director', 'screenwriter', 'composer', 'film_producer', 'actor', 'songwriter', 'music_producer', 'singer', 'programmer']",,us,50000000,True,59.0,1.78
jay roach,male,1957-06-14,10239,878,"['film_director', 'film_producer', 'screenwriter', 'cinematographer']",,us,100000000,True,66.0,1.84
danny boyle,male,1956-10-20,10240,879,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",,gb,60000000,True,67.0,1.82
colin hanks,male,1977-11-24,10241,885,"['actor', 'voice_actor', 'film_producer', 'film_director', 'writer']",,us,14000000,True,46.0,1.86
stephen frears,male,1941-06-20,10242,897,"['film_director', 'film_producer', 'actor', 'television_director', 'television_producer']",,gb,10000000,True,82.0,1.7
clint eastwood,male,1930-05-31,10243,900,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",,us,375000000,True,93.0,1.93
steven spielberg,male,1946-12-18,10244,910,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",,us,7000000000,True,77.0,1.72
sam mendes,male,1965-08-01,10245,915,"['film_producer', 'film_director', 'television_director', 'television_producer', 'theatre_director']",,gb,30000000,True,58.0,1.78
james vanderbilt,male,1975-11-17,10246,917,"['screenwriter', 'film_producer']",,us,20000000,True,48.0,
patrick swayze,male,1952-08-18,10247,922,"['actor', 'dancer', 'singer-songwriter']",2009-09-14,us,40000000,False,57.0,1.78
chris evans,male,1981-06-13,10248,929,"['actor', 'voice_actor', 'film_director', 'film_producer']",,us,80000000,True,42.0,1.84
chris evans,male,1966-04-01,10249,929,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",,gb,120000000,True,57.0,1.88
nancy meyers,female,1949-12-08,10250,937,"['screenwriter', 'film_director', 'film_producer', 'writer']",,us,10000000,True,74.0,1.55
roman polanski,male,1933-08-18,10251,940,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",,fr,50000000,True,90.0,1.65
john wells,male,1956-05-28,10252,941,"['film_producer', 'television_producer', 'screenwriter', 'television_director', 'film_director']",,us,300000000,True,67.0,
marielle heller,,,10253,942,,,,5000000,,,
ridley scott,male,1937-11-30,10254,944,"['film_producer', 'film_director', 'production_designer', 'television_producer', 'television_director']",,gb,400000000,True,86.0,1.74
woody allen,male,1935-12-01,10255,946,"['actor', 'comedian', 'film_director', 'playwright', 'musician', 'screenwriter', 'writer', 'voice_actor', 'film_score_composer', 'film_producer']",,us,140000000,True,88.0,1.65
genndy tartakovsky,male,1970-01-17,10256,947,"['animator', 'television_producer', 'animation_director', 'television_director', 'screenwriter', 'film_director']",,us,10000000,True,54.0,
denis villeneuve,male,1967-10-03,10257,951,"['film_director', 'screenwriter']",,ca,16000000,True,56.0,
robert zemeckis,male,1952-05-14,10258,952,"['film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer', 'pilot']",,us,60000000,True,71.0,1.83
baltasar kormakur,male,1966-02-27,10259,955,"['film_director', 'actor', 'film_producer', 'theatre_director', 'screenwriter']",,is,16000000,True,58.0,
alan parker,male,1944-02-14,10260,961,"['screenwriter', 'film_director', 'film_producer', 'actor', 'copywriter', 'television_director']",,gb,20000000,True,80.0,
edward zwick,male,1952-10-08,10261,962,"['businessperson', 'film_director', 'screenwriter', 'film_producer', 'actor', 'television_producer', 'television_director']",,us,20000000,True,71.0,1.7
max joseph,male,,10262,964,"['film_editor', 'film_director', 'film_producer']",,us,250000,,,
alex kendrick,male,1970,10263,972,"['film_director', 'actor', 'screenwriter', 'pastor', 'film_editor', 'film_producer', 'novelist']",,us,8000000,,,
noah baumbach,male,1969-09-03,10264,973,"['screenwriter', 'film_director', 'actor', 'film_producer']",,us,16000000,True,54.0,1.75
terry jones,male,1942-02-01,10265,979,"['screenwriter', 'writer', 'comedian', 'presenter', 'actor', 'film_director', 'poet', 'novelist', 'historian', 'commentator']",2020-01-21,gb,15000000,False,77.0,1.73
peyton reed,male,1964-07-03,10266,991,"['film_director', 'television_director', 'actor', 'screenwriter']",,us,5000000,True,59.0,
seth macfarlane,male,1973-10-26,10267,994,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",,us,300000000,True,50.0,1.78
michael damian,male,1962-04-26,10268,997,"['actor', 'film_director', 'film_producer', 'screenwriter', 'musician']",,us,3000000,True,61.0,1.82
bill condon,male,1955-10-22,10269,1004,"['screenwriter', 'film_director', 'film_producer', 'writer', 'actor']",,us,5000000,True,68.0,1.65
judd apatow,male,1967-12-06,10270,1005,"['film_producer', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'comedian']",,us,150000000,True,56.0,1.74
joel edgerton,male,1974-06-23,10271,1007,"['actor', 'screenwriter', 'film_producer', 'film_director', 'writer']",,au,3000000,True,49.0,1.8
john francis daley,male,1985-07-20,10272,1009,"['actor', 'screenwriter', 'musician', 'film_director']",,us,5000000,True,38.0,1.83
guy ritchie,male,1968-09-10,10273,1010,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",,gb,150000000,True,55.0,1.8
tarsem singh,male,1961-05-26,10274,1011,['film_director'],,in,10000000,True,62.0,
joss whedon,male,1964-06-23,10275,1017,"['screenwriter', 'television_director', 'television_producer', 'film_producer', 'film_director', 'cartoonist', 'novelist', 'actor', 'writer', 'comic_book_creator']",,us,100000000,True,59.0,1.78
doug ellin,male,1968-04-06,10276,1018,"['screenwriter', 'television_producer', 'writer', 'film_director', 'television_director', 'actor', 'film_producer']",,us,40000000,True,55.0,
brad bird,male,1957-09-24,10277,1020,"['actor', 'film_director', 'screenwriter', 'animator', 'writer', 'voice_actor', 'film_producer', 'television_director']",,us,40000000,True,66.0,
colin trevorrow,male,1976-09-13,10278,1023,"['screenwriter', 'film_director', 'film_producer']",,us,5000000,True,47.0,
brad peyton,male,1980-09-16,10279,1024,"['film_director', 'writer']",,ca,5000000,True,43.0,
alan taylor,male,1959,10280,1025,"['film_director', 'television_director', 'television_producer', 'screenwriter']",,us,5000000,,,
antoine fuqua,male,1966-01-19,10281,1027,"['film_director', 'film_producer', 'music_video_director']",,us,25000000,True,58.0,
christopher mcquarrie,male,1968,10282,1032,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'songwriter', 'actor']",,us,30000000,,,
ridley scott,male,1937-11-30,10283,1034,"['film_producer', 'film_director', 'production_designer', 'television_producer', 'television_director']",,gb,400000000,True,86.0,1.74
brett ratner,male,1969-03-28,10284,1037,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",,us,85000000,True,54.0,1.73
pete docter,male,1968-10-09,10285,1038,"['film_director', 'animator', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",,us,5000000,True,55.0,1.94
david fincher,male,1962-08-28,10286,1042,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",,us,75000000,True,61.0,1.84
kathryn bigelow,female,1951-11-27,10287,1043,"['film_director', 'screenwriter', 'film_producer', 'actor', 'television_director']",,us,40000000,True,72.0,1.82
jon favreau,male,1966-10-19,10288,1044,"['actor', 'film_producer', 'comedian', 'television_director', 'film_director', 'voice_actor', 'screenwriter', 'television_producer']",,us,100000000,True,57.0,1.83
kevin smith,male,1970-08-02,10289,1045,"['actor', 'film_producer', 'film_director', 'film_editor', 'comedian', 'comic_book_creator', 'radio_personality', 'screenwriter', 'television_producer', 'author']",,us,25000000,True,53.0,1.75
francis ford coppola,male,1939-04-07,10290,1046,"['screenwriter', 'film_producer', 'film_director', 'television_director', 'television_producer', 'actor', 'film_editor']",,us,400000000,True,84.0,1.82
jason reitman,male,1977-10-19,10291,1050,"['film_director', 'actor', 'screenwriter', 'film_producer', 'businessperson', 'television_director']",,ca,12000000,True,46.0,1.8
peyton reed,male,1964-07-03,10292,1052,"['film_director', 'television_director', 'actor', 'screenwriter']",,us,5000000,True,59.0,
bryan singer,male,1965-09-17,10293,1053,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",,us,100000000,True,58.0,1.78
brett ratner,male,1969-03-28,10294,1054,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",,us,85000000,True,54.0,1.73
gavin hood,male,1963-05-12,10295,1055,"['actor', 'screenwriter', 'film_director', 'television_producer']",,za,25000000,True,60.0,
matthew vaughn,male,1971-03-07,10296,1056,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",,gb,30000000,True,53.0,1.83
bryan singer,male,1965-09-17,10297,1057,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",,us,100000000,True,58.0,1.78
bryan singer,male,1965-09-17,10298,1058,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",,us,100000000,True,58.0,1.78
bobcat goldthwait,male,1962-05-26,10299,1064,"['film_director', 'actor', 'screenwriter', 'comedian', 'television_director', 'film_producer', 'voice_actor']",,us,1200000,True,61.0,1.7
marc forster,male,1969-11-30,10300,1065,"['film_director', 'screenwriter', 'film_producer']",,de,30000000,True,54.0,
oliver stone,male,1946-09-15,10301,1066,"['screenwriter', 'film_producer', 'film_director', 'actor', 'television_producer', 'cinematographer', 'film_editor', 'author', 'television_director', 'soldier']",,us,70000000,True,77.0,1.83
simon curtis,male,1960-03-11,10302,1070,"['film_producer', 'television_director', 'television_producer', 'film_director']",,gb,20000000,True,64.0,
zach braff,male,1975-04-06,10303,1073,"['actor', 'film_director', 'voice_actor', 'television_producer', 'television_director', 'screenwriter', 'film_producer']",,us,20000000,True,48.0,1.83
akiva goldsman,male,1962-07-07,10304,1074,"['screenwriter', 'film_producer', 'actor']",,us,50000000,True,61.0,
john woo,male,1946-05-01,10305,1077,"['film_producer', 'screenwriter', 'actor', 'film_director', 'film_editor']",,cn,60000000,True,77.0,1.64
roland emmerich,male,1955-11-10,10306,1083,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",,de,200000000,True,68.0,
noah baumbach,male,1969-09-03,10307,1085,"['screenwriter', 'film_director', 'actor', 'film_producer']",,us,16000000,True,54.0,1.75
spike jonze,male,1969-10-22,10308,1086,"['film_director', 'film_producer', 'actor', 'screenwriter', 'cinematographer', 'music_video_director']",,us,50000000,True,54.0,1.7
nancy meyers,female,1949-12-08,10309,1089,"['screenwriter', 'film_director', 'film_producer', 'writer']",,us,10000000,True,74.0,1.55
jemaine clement,male,1974-01-10,10310,1090,"['actor', 'musician', 'comedian', 'screenwriter', 'television_producer', 'composer', 'lyricist', 'voice_actor', 'multi-instrumentalist']",,nz,2000000,True,50.0,1.85
david wain,male,1969-08-01,10311,1097,"['actor', 'comedian', 'screenwriter', 'film_director', 'television_director', 'television_producer', 'film_producer', 'film_editor', 'writer']",,us,1000000,True,54.0,1.8
rawson marshall thurber,male,1975-02-09,10312,1098,"['film_director', 'actor', 'screenwriter', 'film_producer']",,us,5000000,True,49.0,
cameron crowe,male,1957-07-13,10313,1107,"['film_director', 'screenwriter', 'film_producer', 'writer', 'editor', 'actor', 'journalist']",,us,45000000,True,66.0,1.83
jay mcgraw,male,1979-09-12,10314,1108,"['writer', 'talk_show_host', 'television_producer']",,us,30000000,True,44.0,
tim mcgraw,male,1967-05-01,10315,1108,"['actor', 'singer', 'songwriter', 'guitarist']",,us,165000000,True,56.0,1.78
aaron mcgruder,male,1974-05-29,10316,1108,"['writer', 'cartoonist', 'television_producer', 'screenwriter', 'voice_actor', 'public_speaker', 'film_score_composer']",,us,10000000,True,49.0,
jeremy mcgrath,male,1971-11-19,10317,1108,['actor'],,us,6000000,True,52.0,
tracy mcgrady,male,1979-05-24,10318,1108,['basketball_player'],,us,75000000,True,44.0,2.03
bernard mcguirk,male,1957-10-26,10319,1108,,,us,3000000,True,66.0,
carol mcgiffin,female,1960-02-18,10320,1108,"['presenter', 'radio_personality']",,gb,9000000,True,64.0,1.75
paul mcguinness,male,1951-06-17,10321,1108,"['talent_manager', 'theatrical_producer', 'film_producer', 'businessperson']",,de,150000000,True,72.0,
katie mcgrath,female,1983-10-24,10322,1108,"['actor', 'journalist', 'makeup_artist', 'model']",,ie,4000000,True,40.0,1.65
joseph mcginty nichol,male,1968-08-09,10323,1108,"['film_director', 'film_producer', 'record_producer', 'television_producer', 'songwriter', 'screenwriter']",,us,60000000,True,55.0,1.88
jordan mcgraw,,,10324,1108,,,,20000000,,,
tom mcgowan,male,1959-07-26,10325,1108,['actor'],,us,2000000,True,64.0,
paul mcgowan,,,10326,1108,,,,48000000,,,
ted mcginley,male,1958-05-30,10327,1108,['actor'],,us,5000000,True,65.0,1.82
bob mcgrath,male,1932-06-13,10328,1108,"['actor', 'writer']",,us,2000000,True,91.0,
ehren mcghehey,male,1976-11-29,10329,1108,"['actor', 'stunt_performer', 'entrepreneur']",,us,3500000,True,47.0,
conor mcgregor,male,1988-07-14,10330,1108,['mixed_martial_artist'],,ie,120000000,True,35.0,1.75
scott mcgillivray,male,1978-04-07,10331,1108,"['carpentry', 'actor', 'presenter']",,ca,4000000,True,45.0,1.83
paddy mcguinness,,1878,10332,1108,,,,10000000,,,
patrick mcgovern,male,1937-08-11,10333,1108,['businessperson'],2014-03-19,us,5700000000,False,76.0,
john c. mcginley,male,1959-08-03,10334,1108,"['actor', 'film_producer', 'comedian', 'author', 'voice_actor', 'entrepreneur', 'screenwriter', 'spokesperson']",,us,10000000,True,64.0,1.88
javale mcgee,male,1988-01-19,10335,1108,['basketball_player'],,us,14000000,True,36.0,2.13
kelly mcgillis,female,1957-07-09,10336,1108,['actor'],,us,4000000,True,66.0,1.78
william mcgirt,,,10337,1108,,,,11000000,,,
blake mcgrath,male,1983-11-21,10338,1108,"['dancer', 'choreographer', 'actor', 'model']",,us,2000000,True,40.0,
paul mcgann,male,1959-11-14,10339,1108,"['actor', 'voice_actor']",,gb,7000000,True,64.0,1.74
mike mcgill,male,1964,10340,1108,"['skateboarder', 'actor']",,us,10000000,,,
fred mcgriff,male,1963-10-31,10341,1108,['baseball_player'],,us,30000000,True,60.0,
mark mcgrath,male,1968-03-15,10342,1108,"['singer', 'presenter', 'musician', 'actor', 'composer']",,us,6000000,True,56.0,1.85
paul mcgillion,male,1969-01-05,10343,1108,['actor'],,gb,3000000,True,55.0,1.78
zack snyder,male,1966-03-01,10344,1110,"['film_director', 'film_producer', 'screenwriter']",,us,60000000,True,58.0,1.7
steven spielberg,male,1946-12-18,10345,1114,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",,us,7000000000,True,77.0,1.72
steven spielberg,male,1946-12-18,10346,1115,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",,us,7000000000,True,77.0,1.72
timur bekmambetov,male,1961-06-25,10347,1117,"['film_director', 'screenwriter', 'film_producer']",,kz,30000000,True,62.0,1.68
andrew stanton,male,1965-12-03,10348,1118,"['film_director', 'film_producer', 'screenwriter', 'voice_actor']",,us,40000000,True,58.0,
oliver stone,male,1946-09-15,10349,1119,"['screenwriter', 'film_producer', 'film_director', 'actor', 'television_producer', 'cinematographer', 'film_editor', 'author', 'television_director', 'soldier']",,us,70000000,True,77.0,1.83
rob thomas,male,1972-02-14,10350,1126,"['singer', 'singer-songwriter', 'guitarist', 'songwriter', 'music_artist']",,us,17000000,True,52.0,1.75
cameron crowe,male,1957-07-13,10351,1128,"['film_director', 'screenwriter', 'film_producer', 'writer', 'editor', 'actor', 'journalist']",,us,45000000,True,66.0,1.83
stephen sommers,male,1962-03-20,10352,1130,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'actor']",,us,20000000,True,62.0,1.88
bryan singer,male,1965-09-17,10353,1131,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",,us,100000000,True,58.0,1.78
nicolas winding refn,male,1970-09-29,10354,1132,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'actor']",,dk,10000000,True,53.0,
jason reitman,male,1977-10-19,10355,1137,"['film_director', 'actor', 'screenwriter', 'film_producer', 'businessperson', 'television_director']",,ca,12000000,True,46.0,1.8
pete docter,male,1968-10-09,10356,1138,"['film_director', 'animator', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",,us,5000000,True,55.0,1.94
tony scott,male,1944-06-21,10357,1141,"['film_producer', 'film_director', 'television_producer', 'television_director', 'cinematographer', 'actor', 'screenwriter', 'film_editor']",2012-08-19,gb,200000000,False,68.0,1.69
louis leterrier,,,10358,1142,,,,14000000,,,
paul greengrass,male,1955-08-13,10359,1144,"['screenwriter', 'film_director', 'television_producer', 'journalist', 'television_director', 'film_producer']",,gb,20000000,True,68.0,
adrian lyne,male,1941-03-04,10360,1146,"['film_producer', 'film_director', 'screenwriter']",,gb,20000000,True,83.0,
patrick tatopoulos,male,,10361,1148,"['producer', 'writer', 'film_director', 'designer']",,us,4000000,,,
len wiseman,male,1973-03-04,10362,1149,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director']",,us,20000000,True,51.0,1.82
len wiseman,male,1973-03-04,10363,1151,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director']",,us,20000000,True,51.0,1.82
angelina jolie,female,1975-06-04,10364,1156,"['actor', 'model', 'voice_actor', 'film_director', 'screenwriter', 'film_producer', 'writer', 'author']",,us,120000000,True,48.0,1.69
paddy considine,male,1973-09-05,10365,1159,"['actor', 'film_director', 'screenwriter', 'musician', 'photographer']",,gb,4000000,True,50.0,1.76
david harewood,male,1965-12-08,10366,1163,"['actor', 'voice_actor']",,gb,5000000,True,58.0,1.83
ethan coen,male,1957-09-21,10367,1168,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'television_producer', 'actor']",,us,60000000,True,66.0,1.72
wolfgang petersen,male,1941-03-14,10368,1169,"['film_director', 'film_producer', 'screenwriter', 'television_director']",,de,20000000,True,83.0,1.8
ben stiller,male,1965-11-30,10369,1171,"['comedian', 'actor', 'screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer', 'voice_actor']",,us,200000000,True,58.0,1.7
louis leterrier,,,10370,1180,,,,14000000,,,
michael bay,male,1965-02-17,10371,1181,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",,us,450000000,True,59.0,1.85
michael bay,male,1965-02-17,10372,1182,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",,us,450000000,True,59.0,1.85
michael bay,male,1965-02-17,10373,1183,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",,us,450000000,True,59.0,1.85
wally pfister,male,1961-07-08,10374,1184,"['cinematographer', 'film_director']",,us,4000000,True,62.0,
antoine fuqua,male,1966-01-19,10375,1186,"['film_director', 'film_producer', 'music_video_director']",,us,25000000,True,58.0,
steven soderbergh,male,1963-01-14,10376,1187,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",,us,80000000,True,61.0,1.83
lee unkrich,male,1967-08-08,10377,1190,"['film_director', 'film_editor', 'screenwriter', 'voice_actor']",,us,2500000,True,56.0,
brett ratner,male,1969-03-28,10378,1191,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",,us,85000000,True,54.0,1.73
len wiseman,male,1973-03-04,10379,1193,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director']",,us,20000000,True,51.0,1.82
chris rock,male,1965-02-07,10380,1194,"['comedian', 'screenwriter', 'actor', 'film_director', 'film_producer', 'television_producer', 'voice_actor', 'presenter']",,us,60000000,True,59.0,1.78
penn and teller,,,10381,1203,,,,400000000,,,
miles teller,male,1987-02-20,10382,1203,['actor'],,us,10000000,True,37.0,1.83
teller,male,1948-02-14,10383,1203,"['actor', 'screenwriter', 'film_producer', 'magician', 'illusionist', 'painter', 'comedian', 'writer', 'television_producer', 'film_director']",,us,200000000,True,76.0,1.75
alan taylor,male,1959,10384,1209,"['film_director', 'television_director', 'television_producer', 'screenwriter']",,us,5000000,,,
kenneth branagh,male,1960-12-10,10385,1210,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_producer', 'voice_actor']",,gb,60000000,True,63.0,1.77
jay mcgraw,male,1979-09-12,10386,1212,"['writer', 'talk_show_host', 'television_producer']",,us,30000000,True,44.0,
tim mcgraw,male,1967-05-01,10387,1212,"['actor', 'singer', 'songwriter', 'guitarist']",,us,165000000,True,56.0,1.78
aaron mcgruder,male,1974-05-29,10388,1212,"['writer', 'cartoonist', 'television_producer', 'screenwriter', 'voice_actor', 'public_speaker', 'film_score_composer']",,us,10000000,True,49.0,
jeremy mcgrath,male,1971-11-19,10389,1212,['actor'],,us,6000000,True,52.0,
tracy mcgrady,male,1979-05-24,10390,1212,['basketball_player'],,us,75000000,True,44.0,2.03
bernard mcguirk,male,1957-10-26,10391,1212,,,us,3000000,True,66.0,
carol mcgiffin,female,1960-02-18,10392,1212,"['presenter', 'radio_personality']",,gb,9000000,True,64.0,1.75
paul mcguinness,male,1951-06-17,10393,1212,"['talent_manager', 'theatrical_producer', 'film_producer', 'businessperson']",,de,150000000,True,72.0,
katie mcgrath,female,1983-10-24,10394,1212,"['actor', 'journalist', 'makeup_artist', 'model']",,ie,4000000,True,40.0,1.65
joseph mcginty nichol,male,1968-08-09,10395,1212,"['film_director', 'film_producer', 'record_producer', 'television_producer', 'songwriter', 'screenwriter']",,us,60000000,True,55.0,1.88
jordan mcgraw,,,10396,1212,,,,20000000,,,
tom mcgowan,male,1959-07-26,10397,1212,['actor'],,us,2000000,True,64.0,
paul mcgowan,,,10398,1212,,,,48000000,,,
ted mcginley,male,1958-05-30,10399,1212,['actor'],,us,5000000,True,65.0,1.82
bob mcgrath,male,1932-06-13,10400,1212,"['actor', 'writer']",,us,2000000,True,91.0,
ehren mcghehey,male,1976-11-29,10401,1212,"['actor', 'stunt_performer', 'entrepreneur']",,us,3500000,True,47.0,
conor mcgregor,male,1988-07-14,10402,1212,['mixed_martial_artist'],,ie,120000000,True,35.0,1.75
scott mcgillivray,male,1978-04-07,10403,1212,"['carpentry', 'actor', 'presenter']",,ca,4000000,True,45.0,1.83
paddy mcguinness,,1878,10404,1212,,,,10000000,,,
patrick mcgovern,male,1937-08-11,10405,1212,['businessperson'],2014-03-19,us,5700000000,False,76.0,
