name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True
spike lee,male,1957-03-20,"['screenwriter', 'actor', 'film_director', 'film_producer', 'television_director', 'television_producer', 'film_editor', 'teacher']",67,1.68,,us,50000000,True
quentin tarantino,male,1963-03-27,"['screenwriter', 'film_director', 'actor', 'film_producer', 'writer', 'television_director', 'voice_actor']",60,1.85,,us,120000000,True
adam mckay,male,1968-04-17,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",55,1.96,,us,40000000,True
marc forster,male,1969-11-30,"['film_director', 'screenwriter', 'film_producer']",54,,,de,30000000,True
ben stiller,male,1965-11-30,"['comedian', 'actor', 'screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer', 'voice_actor']",58,1.7,,us,200000000,True
ron howard,male,1954-03-01,"['actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'voice_actor', 'television_director']",70,1.75,,us,200000000,True
ken loach,male,1936-06-17,"['film_director', 'television_director', 'screenwriter', 'television_producer']",87,,,gb,5000000,True
tom hooper,male,1972-10-01,"['film_director', 'television_director', 'film_producer', 'screenwriter']",51,,,au,20000000,True
james gunn,male,1970-08-05,"['screenwriter', 'film_producer', 'actor', 'film_director', 'television_producer', 'television_director', 'novelist', 'musician', 'cartoonist']",53,1.82,,us,50000000,True
ryan coogler,male,1986-05-23,"['film_director', 'screenwriter']",37,,,us,10000000,True
billy ray cyrus,male,1961-08-25,"['actor', 'singer-songwriter', 'guitarist', 'musician', 'television_producer', 'philanthropist']",62,1.83,,us,20000000,True
christopher guest,male,1948-02-05,"['screenwriter', 'composer', 'musician', 'film_director', 'actor', 'comedian', 'television_producer', 'television_director', 'film_score_composer', 'film_producer']",76,1.8,,us,60000000,True
rob zombie,male,1965-01-12,"['musician', 'film_director', 'screenwriter', 'composer', 'film_producer', 'actor', 'songwriter', 'music_producer', 'singer', 'programmer']",59,1.78,,us,50000000,True
jay roach,male,1957-06-14,"['film_director', 'film_producer', 'screenwriter', 'cinematographer']",66,1.84,,us,100000000,True
danny boyle,male,1956-10-20,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",67,1.82,,gb,60000000,True
colin hanks,male,1977-11-24,"['actor', 'voice_actor', 'film_producer', 'film_director', 'writer']",46,1.86,,us,14000000,True
stephen frears,male,1941-06-20,"['film_director', 'film_producer', 'actor', 'television_director', 'television_producer']",82,1.7,,gb,10000000,True
clint eastwood,male,1930-05-31,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",93,1.93,,us,375000000,True
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True
sam mendes,male,1965-08-01,"['film_producer', 'film_director', 'television_director', 'television_producer', 'theatre_director']",58,1.78,,gb,30000000,True
james vanderbilt,male,1975-11-17,"['screenwriter', 'film_producer']",48,,,us,20000000,True
patrick swayze,male,1952-08-18,"['actor', 'dancer', 'singer-songwriter']",57,1.78,2009-09-14,us,40000000,False
chris evans,male,1981-06-13,"['actor', 'voice_actor', 'film_director', 'film_producer']",42,1.84,,us,80000000,True
chris evans,male,1966-04-01,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",57,1.88,,gb,120000000,True
nancy meyers,female,1949-12-08,"['screenwriter', 'film_director', 'film_producer', 'writer']",74,1.55,,us,10000000,True
roman polanski,male,1933-08-18,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",90,1.65,,fr,50000000,True
john wells,male,1956-05-28,"['film_producer', 'television_producer', 'screenwriter', 'television_director', 'film_director']",67,,,us,300000000,True
marielle heller,,,,,,,,5000000,
ridley scott,male,1937-11-30,"['film_producer', 'film_director', 'production_designer', 'television_producer', 'television_director']",86,1.74,,gb,400000000,True
woody allen,male,1935-12-01,"['actor', 'comedian', 'film_director', 'playwright', 'musician', 'screenwriter', 'writer', 'voice_actor', 'film_score_composer', 'film_producer']",88,1.65,,us,140000000,True
genndy tartakovsky,male,1970-01-17,"['animator', 'television_producer', 'animation_director', 'television_director', 'screenwriter', 'film_director']",54,,,us,10000000,True
denis villeneuve,male,1967-10-03,"['film_director', 'screenwriter']",56,,,ca,16000000,True
robert zemeckis,male,1952-05-14,"['film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer', 'pilot']",71,1.83,,us,60000000,True
baltasar kormakur,male,1966-02-27,"['film_director', 'actor', 'film_producer', 'theatre_director', 'screenwriter']",58,,,is,16000000,True
alan parker,male,1944-02-14,"['screenwriter', 'film_director', 'film_producer', 'actor', 'copywriter', 'television_director']",80,,,gb,20000000,True
edward zwick,male,1952-10-08,"['businessperson', 'film_director', 'screenwriter', 'film_producer', 'actor', 'television_producer', 'television_director']",71,1.7,,us,20000000,True
max joseph,male,,"['film_editor', 'film_director', 'film_producer']",,,,us,250000,
alex kendrick,male,1970,"['film_director', 'actor', 'screenwriter', 'pastor', 'film_editor', 'film_producer', 'novelist']",,,,us,8000000,
noah baumbach,male,1969-09-03,"['screenwriter', 'film_director', 'actor', 'film_producer']",54,1.75,,us,16000000,True
terry jones,male,1942-02-01,"['screenwriter', 'writer', 'comedian', 'presenter', 'actor', 'film_director', 'poet', 'novelist', 'historian', 'commentator']",77,1.73,2020-01-21,gb,15000000,False
peyton reed,male,1964-07-03,"['film_director', 'television_director', 'actor', 'screenwriter']",59,,,us,5000000,True
seth macfarlane,male,1973-10-26,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",50,1.78,,us,300000000,True
michael damian,male,1962-04-26,"['actor', 'film_director', 'film_producer', 'screenwriter', 'musician']",61,1.82,,us,3000000,True
bill condon,male,1955-10-22,"['screenwriter', 'film_director', 'film_producer', 'writer', 'actor']",68,1.65,,us,5000000,True
judd apatow,male,1967-12-06,"['film_producer', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'comedian']",56,1.74,,us,150000000,True
joel edgerton,male,1974-06-23,"['actor', 'screenwriter', 'film_producer', 'film_director', 'writer']",49,1.8,,au,3000000,True
john francis daley,male,1985-07-20,"['actor', 'screenwriter', 'musician', 'film_director']",38,1.83,,us,5000000,True
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True
tarsem singh,male,1961-05-26,['film_director'],62,,,in,10000000,True
joss whedon,male,1964-06-23,"['screenwriter', 'television_director', 'television_producer', 'film_producer', 'film_director', 'cartoonist', 'novelist', 'actor', 'writer', 'comic_book_creator']",59,1.78,,us,100000000,True
doug ellin,male,1968-04-06,"['screenwriter', 'television_producer', 'writer', 'film_director', 'television_director', 'actor', 'film_producer']",55,,,us,40000000,True
brad bird,male,1957-09-24,"['actor', 'film_director', 'screenwriter', 'animator', 'writer', 'voice_actor', 'film_producer', 'television_director']",66,,,us,40000000,True
colin trevorrow,male,1976-09-13,"['screenwriter', 'film_director', 'film_producer']",47,,,us,5000000,True
brad peyton,male,1980-09-16,"['film_director', 'writer']",43,,,ca,5000000,True
alan taylor,male,1959,"['film_director', 'television_director', 'television_producer', 'screenwriter']",,,,us,5000000,
antoine fuqua,male,1966-01-19,"['film_director', 'film_producer', 'music_video_director']",58,,,us,25000000,True
christopher mcquarrie,male,1968,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'songwriter', 'actor']",,,,us,30000000,
ridley scott,male,1937-11-30,"['film_producer', 'film_director', 'production_designer', 'television_producer', 'television_director']",86,1.74,,gb,400000000,True
brett ratner,male,1969-03-28,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",54,1.73,,us,85000000,True
pete docter,male,1968-10-09,"['film_director', 'animator', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",55,1.94,,us,5000000,True
david fincher,male,1962-08-28,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",61,1.84,,us,75000000,True
kathryn bigelow,female,1951-11-27,"['film_director', 'screenwriter', 'film_producer', 'actor', 'television_director']",72,1.82,,us,40000000,True
jon favreau,male,1966-10-19,"['actor', 'film_producer', 'comedian', 'television_director', 'film_director', 'voice_actor', 'screenwriter', 'television_producer']",57,1.83,,us,100000000,True
kevin smith,male,1970-08-02,"['actor', 'film_producer', 'film_director', 'film_editor', 'comedian', 'comic_book_creator', 'radio_personality', 'screenwriter', 'television_producer', 'author']",53,1.75,,us,25000000,True
francis ford coppola,male,1939-04-07,"['screenwriter', 'film_producer', 'film_director', 'television_director', 'television_producer', 'actor', 'film_editor']",84,1.82,,us,400000000,True
jason reitman,male,1977-10-19,"['film_director', 'actor', 'screenwriter', 'film_producer', 'businessperson', 'television_director']",46,1.8,,ca,12000000,True
peyton reed,male,1964-07-03,"['film_director', 'television_director', 'actor', 'screenwriter']",59,,,us,5000000,True
bryan singer,male,1965-09-17,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",58,1.78,,us,100000000,True
brett ratner,male,1969-03-28,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",54,1.73,,us,85000000,True
gavin hood,male,1963-05-12,"['actor', 'screenwriter', 'film_director', 'television_producer']",60,,,za,25000000,True
matthew vaughn,male,1971-03-07,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",53,1.83,,gb,30000000,True
bryan singer,male,1965-09-17,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",58,1.78,,us,100000000,True
bryan singer,male,1965-09-17,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",58,1.78,,us,100000000,True
bobcat goldthwait,male,1962-05-26,"['film_director', 'actor', 'screenwriter', 'comedian', 'television_director', 'film_producer', 'voice_actor']",61,1.7,,us,1200000,True
marc forster,male,1969-11-30,"['film_director', 'screenwriter', 'film_producer']",54,,,de,30000000,True
oliver stone,male,1946-09-15,"['screenwriter', 'film_producer', 'film_director', 'actor', 'television_producer', 'cinematographer', 'film_editor', 'author', 'television_director', 'soldier']",77,1.83,,us,70000000,True
simon curtis,male,1960-03-11,"['film_producer', 'television_director', 'television_producer', 'film_director']",64,,,gb,20000000,True
zach braff,male,1975-04-06,"['actor', 'film_director', 'voice_actor', 'television_producer', 'television_director', 'screenwriter', 'film_producer']",48,1.83,,us,20000000,True
akiva goldsman,male,1962-07-07,"['screenwriter', 'film_producer', 'actor']",61,,,us,50000000,True
john woo,male,1946-05-01,"['film_producer', 'screenwriter', 'actor', 'film_director', 'film_editor']",77,1.64,,cn,60000000,True
roland emmerich,male,1955-11-10,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",68,,,de,200000000,True
noah baumbach,male,1969-09-03,"['screenwriter', 'film_director', 'actor', 'film_producer']",54,1.75,,us,16000000,True
spike jonze,male,1969-10-22,"['film_director', 'film_producer', 'actor', 'screenwriter', 'cinematographer', 'music_video_director']",54,1.7,,us,50000000,True
nancy meyers,female,1949-12-08,"['screenwriter', 'film_director', 'film_producer', 'writer']",74,1.55,,us,10000000,True
jemaine clement,male,1974-01-10,"['actor', 'musician', 'comedian', 'screenwriter', 'television_producer', 'composer', 'lyricist', 'voice_actor', 'multi-instrumentalist']",50,1.85,,nz,2000000,True
david wain,male,1969-08-01,"['actor', 'comedian', 'screenwriter', 'film_director', 'television_director', 'television_producer', 'film_producer', 'film_editor', 'writer']",54,1.8,,us,1000000,True
rawson marshall thurber,male,1975-02-09,"['film_director', 'actor', 'screenwriter', 'film_producer']",49,,,us,5000000,True
cameron crowe,male,1957-07-13,"['film_director', 'screenwriter', 'film_producer', 'writer', 'editor', 'actor', 'journalist']",66,1.83,,us,45000000,True
jay mcgraw,male,1979-09-12,"['writer', 'talk_show_host', 'television_producer']",44,,,us,30000000,True
tim mcgraw,male,1967-05-01,"['actor', 'singer', 'songwriter', 'guitarist']",56,1.78,,us,165000000,True
aaron mcgruder,male,1974-05-29,"['writer', 'cartoonist', 'television_producer', 'screenwriter', 'voice_actor', 'public_speaker', 'film_score_composer']",49,,,us,10000000,True
jeremy mcgrath,male,1971-11-19,['actor'],52,,,us,6000000,True
tracy mcgrady,male,1979-05-24,['basketball_player'],44,2.03,,us,75000000,True
bernard mcguirk,male,1957-10-26,,66,,,us,3000000,True
carol mcgiffin,female,1960-02-18,"['presenter', 'radio_personality']",64,1.75,,gb,9000000,True
paul mcguinness,male,1951-06-17,"['talent_manager', 'theatrical_producer', 'film_producer', 'businessperson']",72,,,de,150000000,True
katie mcgrath,female,1983-10-24,"['actor', 'journalist', 'makeup_artist', 'model']",40,1.65,,ie,4000000,True
joseph mcginty nichol,male,1968-08-09,"['film_director', 'film_producer', 'record_producer', 'television_producer', 'songwriter', 'screenwriter']",55,1.88,,us,60000000,True
jordan mcgraw,,,,,,,,20000000,
tom mcgowan,male,1959-07-26,['actor'],64,,,us,2000000,True
paul mcgowan,,,,,,,,48000000,
ted mcginley,male,1958-05-30,['actor'],65,1.82,,us,5000000,True
bob mcgrath,male,1932-06-13,"['actor', 'writer']",91,,,us,2000000,True
ehren mcghehey,male,1976-11-29,"['actor', 'stunt_performer', 'entrepreneur']",47,,,us,3500000,True
conor mcgregor,male,1988-07-14,['mixed_martial_artist'],35,1.75,,ie,120000000,True
scott mcgillivray,male,1978-04-07,"['carpentry', 'actor', 'presenter']",45,1.83,,ca,4000000,True
paddy mcguinness,,1878,,,,,,10000000,
patrick mcgovern,male,1937-08-11,['businessperson'],76,,2014-03-19,us,5700000000,False
john c. mcginley,male,1959-08-03,"['actor', 'film_producer', 'comedian', 'author', 'voice_actor', 'entrepreneur', 'screenwriter', 'spokesperson']",64,1.88,,us,10000000,True
javale mcgee,male,1988-01-19,['basketball_player'],36,2.13,,us,14000000,True
kelly mcgillis,female,1957-07-09,['actor'],66,1.78,,us,4000000,True
william mcgirt,,,,,,,,11000000,
blake mcgrath,male,1983-11-21,"['dancer', 'choreographer', 'actor', 'model']",40,,,us,2000000,True
paul mcgann,male,1959-11-14,"['actor', 'voice_actor']",64,1.74,,gb,7000000,True
mike mcgill,male,1964,"['skateboarder', 'actor']",,,,us,10000000,
fred mcgriff,male,1963-10-31,['baseball_player'],60,,,us,30000000,True
mark mcgrath,male,1968-03-15,"['singer', 'presenter', 'musician', 'actor', 'composer']",56,1.85,,us,6000000,True
paul mcgillion,male,1969-01-05,['actor'],55,1.78,,gb,3000000,True
zack snyder,male,1966-03-01,"['film_director', 'film_producer', 'screenwriter']",58,1.7,,us,60000000,True
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True
timur bekmambetov,male,1961-06-25,"['film_director', 'screenwriter', 'film_producer']",62,1.68,,kz,30000000,True
andrew stanton,male,1965-12-03,"['film_director', 'film_producer', 'screenwriter', 'voice_actor']",58,,,us,40000000,True
oliver stone,male,1946-09-15,"['screenwriter', 'film_producer', 'film_director', 'actor', 'television_producer', 'cinematographer', 'film_editor', 'author', 'television_director', 'soldier']",77,1.83,,us,70000000,True
rob thomas,male,1972-02-14,"['singer', 'singer-songwriter', 'guitarist', 'songwriter', 'music_artist']",52,1.75,,us,17000000,True
cameron crowe,male,1957-07-13,"['film_director', 'screenwriter', 'film_producer', 'writer', 'editor', 'actor', 'journalist']",66,1.83,,us,45000000,True
stephen sommers,male,1962-03-20,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'actor']",62,1.88,,us,20000000,True
bryan singer,male,1965-09-17,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",58,1.78,,us,100000000,True
nicolas winding refn,male,1970-09-29,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'actor']",53,,,dk,10000000,True
jason reitman,male,1977-10-19,"['film_director', 'actor', 'screenwriter', 'film_producer', 'businessperson', 'television_director']",46,1.8,,ca,12000000,True
pete docter,male,1968-10-09,"['film_director', 'animator', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",55,1.94,,us,5000000,True
tony scott,male,1944-06-21,"['film_producer', 'film_director', 'television_producer', 'television_director', 'cinematographer', 'actor', 'screenwriter', 'film_editor']",68,1.69,2012-08-19,gb,200000000,False
louis leterrier,,,,,,,,14000000,
paul greengrass,male,1955-08-13,"['screenwriter', 'film_director', 'television_producer', 'journalist', 'television_director', 'film_producer']",68,,,gb,20000000,True
adrian lyne,male,1941-03-04,"['film_producer', 'film_director', 'screenwriter']",83,,,gb,20000000,True
patrick tatopoulos,male,,"['producer', 'writer', 'film_director', 'designer']",,,,us,4000000,
len wiseman,male,1973-03-04,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director']",51,1.82,,us,20000000,True
len wiseman,male,1973-03-04,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director']",51,1.82,,us,20000000,True
angelina jolie,female,1975-06-04,"['actor', 'model', 'voice_actor', 'film_director', 'screenwriter', 'film_producer', 'writer', 'author']",48,1.69,,us,120000000,True
paddy considine,male,1973-09-05,"['actor', 'film_director', 'screenwriter', 'musician', 'photographer']",50,1.76,,gb,4000000,True
david harewood,male,1965-12-08,"['actor', 'voice_actor']",58,1.83,,gb,5000000,True
ethan coen,male,1957-09-21,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'television_producer', 'actor']",66,1.72,,us,60000000,True
wolfgang petersen,male,1941-03-14,"['film_director', 'film_producer', 'screenwriter', 'television_director']",83,1.8,,de,20000000,True
ben stiller,male,1965-11-30,"['comedian', 'actor', 'screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer', 'voice_actor']",58,1.7,,us,200000000,True
louis leterrier,,,,,,,,14000000,
michael bay,male,1965-02-17,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",59,1.85,,us,450000000,True
michael bay,male,1965-02-17,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",59,1.85,,us,450000000,True
michael bay,male,1965-02-17,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",59,1.85,,us,450000000,True
wally pfister,male,1961-07-08,"['cinematographer', 'film_director']",62,,,us,4000000,True
antoine fuqua,male,1966-01-19,"['film_director', 'film_producer', 'music_video_director']",58,,,us,25000000,True
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True
lee unkrich,male,1967-08-08,"['film_director', 'film_editor', 'screenwriter', 'voice_actor']",56,,,us,2500000,True
brett ratner,male,1969-03-28,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",54,1.73,,us,85000000,True
len wiseman,male,1973-03-04,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director']",51,1.82,,us,20000000,True
chris rock,male,1965-02-07,"['comedian', 'screenwriter', 'actor', 'film_director', 'film_producer', 'television_producer', 'voice_actor', 'presenter']",59,1.78,,us,60000000,True
penn and teller,,,,,,,,400000000,
miles teller,male,1987-02-20,['actor'],37,1.83,,us,10000000,True
teller,male,1948-02-14,"['actor', 'screenwriter', 'film_producer', 'magician', 'illusionist', 'painter', 'comedian', 'writer', 'television_producer', 'film_director']",76,1.75,,us,200000000,True
alan taylor,male,1959,"['film_director', 'television_director', 'television_producer', 'screenwriter']",,,,us,5000000,
kenneth branagh,male,1960-12-10,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_producer', 'voice_actor']",63,1.77,,gb,60000000,True
jay mcgraw,male,1979-09-12,"['writer', 'talk_show_host', 'television_producer']",44,,,us,30000000,True
tim mcgraw,male,1967-05-01,"['actor', 'singer', 'songwriter', 'guitarist']",56,1.78,,us,165000000,True
aaron mcgruder,male,1974-05-29,"['writer', 'cartoonist', 'television_producer', 'screenwriter', 'voice_actor', 'public_speaker', 'film_score_composer']",49,,,us,10000000,True
jeremy mcgrath,male,1971-11-19,['actor'],52,,,us,6000000,True
tracy mcgrady,male,1979-05-24,['basketball_player'],44,2.03,,us,75000000,True
bernard mcguirk,male,1957-10-26,,66,,,us,3000000,True
carol mcgiffin,female,1960-02-18,"['presenter', 'radio_personality']",64,1.75,,gb,9000000,True
paul mcguinness,male,1951-06-17,"['talent_manager', 'theatrical_producer', 'film_producer', 'businessperson']",72,,,de,150000000,True
katie mcgrath,female,1983-10-24,"['actor', 'journalist', 'makeup_artist', 'model']",40,1.65,,ie,4000000,True
joseph mcginty nichol,male,1968-08-09,"['film_director', 'film_producer', 'record_producer', 'television_producer', 'songwriter', 'screenwriter']",55,1.88,,us,60000000,True
jordan mcgraw,,,,,,,,20000000,
tom mcgowan,male,1959-07-26,['actor'],64,,,us,2000000,True
paul mcgowan,,,,,,,,48000000,
ted mcginley,male,1958-05-30,['actor'],65,1.82,,us,5000000,True
bob mcgrath,male,1932-06-13,"['actor', 'writer']",91,,,us,2000000,True
ehren mcghehey,male,1976-11-29,"['actor', 'stunt_performer', 'entrepreneur']",47,,,us,3500000,True
conor mcgregor,male,1988-07-14,['mixed_martial_artist'],35,1.75,,ie,120000000,True
scott mcgillivray,male,1978-04-07,"['carpentry', 'actor', 'presenter']",45,1.83,,ca,4000000,True
paddy mcguinness,,1878,,,,,,10000000,
patrick mcgovern,male,1937-08-11,['businessperson'],76,,2014-03-19,us,5700000000,False
john c. mcginley,male,1959-08-03,"['actor', 'film_producer', 'comedian', 'author', 'voice_actor', 'entrepreneur', 'screenwriter', 'spokesperson']",64,1.88,,us,10000000,True
javale mcgee,male,1988-01-19,['basketball_player'],36,2.13,,us,14000000,True
kelly mcgillis,female,1957-07-09,['actor'],66,1.78,,us,4000000,True
william mcgirt,,,,,,,,11000000,
blake mcgrath,male,1983-11-21,"['dancer', 'choreographer', 'actor', 'model']",40,,,us,2000000,True
paul mcgann,male,1959-11-14,"['actor', 'voice_actor']",64,1.74,,gb,7000000,True
mike mcgill,male,1964,"['skateboarder', 'actor']",,,,us,10000000,
fred mcgriff,male,1963-10-31,['baseball_player'],60,,,us,30000000,True
mark mcgrath,male,1968-03-15,"['singer', 'presenter', 'musician', 'actor', 'composer']",56,1.85,,us,6000000,True
paul mcgillion,male,1969-01-05,['actor'],55,1.78,,gb,3000000,True
shawn levy,male,1968-07-23,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",55,,,us,50000000,True
evan goldberg,male,1982,"['screenwriter', 'film_producer', 'film_director', 'actor']",,,,ca,40000000,
judd apatow,male,1967-12-06,"['film_producer', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'comedian']",56,1.74,,us,150000000,True
paul haggis,male,1953-03-10,"['screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer']",71,1.83,,ca,60000000,True
tim story,male,1970-03-13,"['film_director', 'film_producer', 'screenwriter', 'film_editor', 'television_producer', 'television_director', 'music_video_director']",54,,,us,15000000,True
paul thomas anderson,male,1970-06-26,"['screenwriter', 'film_producer', 'film_director', 'actor']",53,,,us,70000000,True
terry gilliam,male,1940-11-22,"['actor', 'animator', 'film_director', 'film_producer', 'screenwriter']",83,1.75,,gb,50000000,True
darren aronofsky,male,1969-02-12,"['film_director', 'film_producer', 'screenwriter', 'actor']",55,1.83,,us,25000000,True
edgar wright,male,1974-04-18,"['film_director', 'television_director', 'screenwriter', 'actor', 'film_producer', 'editor', 'television_producer', 'tv_editor']",49,,,gb,10000000,True
james mangold,male,1963-12-16,"['screenwriter', 'film_director', 'television_producer', 'television_director']",60,1.82,,us,20000000,True
martin scorsese,male,1942-11-17,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",81,1.63,,us,150000000,True
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True
nat faxon,male,1975,"['actor', 'screenwriter', 'comedian', 'voice_actor']",,,,us,6000000,
peter weir,male,1944-08-21,"['film_director', 'film_producer', 'screenwriter', 'actor']",79,,,au,15000000,True
russell crowe,male,1964-04-07,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",59,1.82,,nz,100000000,True
terrence malick,male,1943-11-30,"['screenwriter', 'film_director', 'film_producer', 'actor', 'journalist', 'author']",80,1.7,,us,15000000,True
louis leterrier,,,,,,,,14000000,
ben affleck,male,1972-08-15,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']",51,1.92,,us,150000000,True
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True
tony scott,male,1944-06-21,"['film_producer', 'film_director', 'television_producer', 'television_director', 'cinematographer', 'actor', 'screenwriter', 'film_editor']",68,1.69,2012-08-19,gb,200000000,False
josh gordon,male,1991-04-13,['american_football_player'],32,1.91,,us,3000000,True
tommy lee jones,male,1946-09-15,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",77,1.83,,us,90000000,True
jon turteltaub,male,1963-08-08,"['film_producer', 'film_director', 'television_producer', 'television_director']",60,,,us,80000000,True
david fincher,male,1962-08-28,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",61,1.84,,us,75000000,True
craig johnson,male,,"['film_director', 'screenwriter']",,,,,10000000,
ben stiller,male,1965-11-30,"['comedian', 'actor', 'screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer', 'voice_actor']",58,1.7,,us,200000000,True
john madden,male,1936-04-10,"['american_football_player', 'american_football_coach']",87,1.93,,us,200000000,True
frank oz,male,1944-05-25,"['puppeteer', 'film_director', 'voice_actor', 'actor', 'film_producer']",79,1.88,,us,80000000,True
peter bergman,male,1953-06-11,['actor'],70,,,us,10000000,True
peter berg,male,1962-03-11,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",62,1.85,,us,40000000,True
wes anderson,male,1969-05-01,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",54,1.85,,us,50000000,True
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True
howard deutch,male,1950-09-14,"['film_director', 'television_director']",73,,,us,25000000,True
bart freundlich,male,1970-01-17,"['screenwriter', 'film_director', 'film_producer', 'television_director']",54,,,us,5000000,True
anne fletcher,female,1966-05-01,"['film_director', 'choreographer', 'actor']",57,,,us,15000000,True
christopher nolan,male,1970-07-30,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",53,1.8,,us,250000000,True
robert zemeckis,male,1952-05-14,"['film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer', 'pilot']",71,1.83,,us,60000000,True
roman polanski,male,1933-08-18,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",90,1.65,,fr,50000000,True
joel schumacher,male,1939-08-29,"['screenwriter', 'film_director', 'film_producer', 'costume_designer', 'television_director', 'television_producer', 'writer']",80,1.91,2020-06-22,us,80000000,False
